ID,Year,Country,CBMAC,CBMMC,CBCAC,CBCMC,CBSTAC,GDP,Inflation,Interest,Exc,Unem,GDP1,Inflation1,Interest1,Exc1,Unem1,GDP2,Inflation2,Interest2,Exc2,Unem2,,,,,,,,
123,2015,Poland,11,8,0,0,0,"430,258.10",-0.7,2.7,4.1841,4.6,-0.4614051,-0.49632871,0.488906868,-0.23571404,1.89961473,8.47E-02,0.24675325,0.046153846,0.000844676,0.18987342,,,,,,,,
124,2015,Portugal,1,2,0,0,0,"179,713.20",0.5,2.42,1,8.3,-0.4591869,-0.64330532,0.103787608,-0.23571404,0.48780007,7.73E-02,0.18181818,0.043516484,0.000844676,0.25949367,,,,,,,,
125,2015,Romania,2,3,0,0,0,"160,297.80",-0.4,3.47,4.4454,4.1,-0.4575847,-0.27586379,0.40206625,-0.17416285,-0.95762923,7.47E-02,0.20779221,0.062857143,0.000844676,0.32278481,,,,,,,,
126,2015,Slovakia,6,8,1,1,0,"79,758.20",-0.3,0.89,1,7.3,-0.4571223,0.16506604,0.043376743,-0.23571404,-0.08364873,5.49E-02,0.24675325,0.115164835,0.000844676,0.40506329,,,,,,,,
127,2015,Slovenia,1,1,0,0,0,"38,852.60",-0.8,1.71,1,5.7,-0.4558782,-0.71679363,-0.115201776,-0.23571404,2.43744888,5.05E-02,0.27272727,0.177582418,0.000844676,0.48101266,,,,,,,,
128,2015,Spain ,0,0,0,0,0,"1,077,590.00",-0.6,1.73,1,14.5,-0.4532996,-0.3493521,7.402175156,-0.23571404,2.90805377,4.91E-02,0.45454545,0.282197802,0.000844676,0.55063291,,,,,,,,
129,2015,Sweden,13,13,0,0,0,"454,184.30",0.7,0.72,9.3535,5.4,-0.4526529,0.67948418,-0.723086098,0.20108417,-1.32739021,4.79E-02,0.36363636,0.432967033,0.000844676,0.55063291,,,,,,,,
130,2015,United Kingdom,12,15,2,0,0,"2,640,934.60",0.4,1.79,0.72584,3.7,-0.4487859,-0.86377024,-0.198266714,-0.23571404,0.68948787,4.70E-02,0,0.263296703,0.000844676,0.51898734,,,,,,,,
131,2014,Austria,18,22,1,1,0,"333,146.10",1.5,1.49,1,3.8,-0.4473759,0.09157774,0.058479459,-0.23571404,0.01719518,5.19E-01,0.28571429,0.096703297,0.000844676,0.29113924,,,,,,,,
132,2014,Belgium,10,15,4,0,0,"403,003.30",0.5,1.71,1,5.1,-0.4448148,1.34087894,0.043376743,-0.23571404,-0.21810727,5.13E-01,0.36363636,0.125714286,0.000844676,0.29113924,,,,,,,,
133,2014,Bulgaria,1,1,0,0,0,"42,876.10",-1.6,3.35,1.9558,6.9,-0.4410195,1.26739063,-0.379499307,-0.23571404,-0.2517219,5.04E-01,0.37662338,0.103736264,0.000844676,0.31012658,,,,,,,,
134,2014,Croatia,3,0,0,0,0,"43,401.30",0.2,4.05,7.6344,10.1,-0.4374487,-0.20237549,-0.398377702,-0.23571404,-0.38618044,4.93E-01,0.19480519,0.076483516,0.000844676,0.32278481,,,,,,,,
135,2014,Cyprus,5,22,0,0,0,"17,408.50",-0.3,6,1,11,-0.4369182,0.53250757,-0.390826344,-0.23571404,-0.150878,4.81E-01,0.22077922,0.086153846,0.000844676,0.32911392,,,,,,,,
136,2014,Czech Republic,14,9,2,1,0,"156,660.00",0.4,1.58,27.536,3.9,-0.4365192,1.92878538,0.677690819,-0.1726934,-1.1257024,4.73E-01,0.23376623,0.138021978,0.000844676,0.35443038,,,,,,,,
137,2014,Denmark,3,8,0,0,0,"265,757.00",0.4,1.32,7.4548,4.7,-0.4337011,-0.20237549,-0.545629184,-0.23571404,-0.05003409,4.68E-01,0.36363636,0.200879121,0.000844676,0.32911392,,,,,,,,
138,2014,Finland,13,1,0,0,0,"206,897.00",1.2,1.45,1,5.7,-0.4335364,1.19390232,4.853591816,-0.23571404,1.59708301,4.72E-01,0.63636364,0.252307692,0.000844676,0.27848101,,,,,,,,
139,2014,France,10,19,1,5,0,"2,149,765.00",0.6,1.67,1,6.4,-0.4328603,0.38553096,-0.345518196,0.18937344,-1.46184875,4.79E-01,0.58441558,0.249230769,0.000844676,0.19620253,,,,,,,,
140,2014,Germany,75,43,5,2,0,"2,927,430.00",0.8,1.16,1,3.4,-0.4301721,-0.27586379,-1.066672889,-0.23571404,-0.11726336,4.68E-01,0.41558442,0.188571429,0.000844676,0.19620253,,,,,,,,
141,2014,Greece,0,1,0,0,0,"178,656.50",-1.4,6.93,1,15.7,-0.4280962,-1.23121177,-0.821253753,-0.23571404,0.118039,1.22E-02,0.49350649,0.024615385,0.000844676,0.32911392,,,,,,,,
142,2014,Hungary,0,5,0,0,0,"105,905.90",0,4.81,308.71,4.5,-0.42043698,-0.79028194,-0.953402518,-0.23571404,-0.01641946,1.13E-02,0.53246753,0.024615385,0.000844676,0.17721519,,,,,,,,
143,2014,Ireland,10,9,0,0,0,"194,818.20",0.3,2.37,1,7.9,-0.41004895,-0.49632871,-0.885440296,-0.23571404,-0.05003409,1.04E-02,0.68831169,0.024615385,0.000844676,0.20886076,,,,,,,,
144,2014,Italy,26,20,2,1,0,"1,627,405.60",0.2,2.89,1,7.1,-0.40980492,2.36971522,2.338989588,-0.23571404,0.58864397,9.42E-03,0.2987013,0.050549451,0.000844676,0.24050633,,,,,,,,
145,2014,Lithuania,1,1,0,0,0,"36,544.80",0.2,2.79,1,7.1,-0.40847864,-0.42284041,-0.968505234,-0.23571404,-0.85678533,8.96E-03,0.11688312,0.071648352,0.000844676,0.29113924,,,,,,,,
146,2014,Luxembourg,71,34,17,1,0,"49,824.50",0.7,1.34,1,3.7,-0.39939116,-0.20237549,-0.843907827,-0.23571404,-0.31895117,8.73E-03,0.23376623,0.133626374,0.000844676,0.35443038,,,,,,,,
147,2014,Malta,1,2,1,0,0,"8,507.30",0.8,2.61,1,3.4,-0.38840692,0.53250757,0.013171311,-0.12451728,-0.150878,8.28E-03,0.36363636,0.179340659,0.000844676,0.38607595,,,,,,,,
148,2014,Netherlands,64,71,2,32,0,"671,560.00",0.3,1.45,1,5.2,-0.38251916,0.8999491,-0.062342269,-0.12446037,-0.150878,7.80E-03,0.62337662,0.223296703,0.000844676,0.44936709,,,,,,,,
149,2014,Poland,4,10,0,0,0,"411,163.20",0.1,3.52,4.1843,5.5,-0.37415416,0.67948418,-0.564507579,-0.12457937,-0.18449263,7.18E-03,0.74025974,0.237802198,0.000844676,0.52531646,,,,,,,,
150,2014,Portugal,0,3,1,0,0,"173,053.70",-0.2,3.75,1,9.2,-0.36895303,-0.71679363,-0.432358813,-0.12433446,-0.28533653,6.23E-03,0.36363636,0.255824176,0.000844676,0.60759494,,,,,,,,
151,2014,Romania,1,0,0,0,0,"150,458.00",1.4,4.49,4.4437,4.1,-0.36384431,-1.08423516,-0.647572518,-0.23571404,0.25249762,1.26E-02,0.41558442,0.005714286,0.000844676,0.13924051,,,,,,,,
152,2014,Slovakia,5,11,1,0,0,"76,255.90",-0.1,2.07,1,8.4,-0.36019314,-0.79028194,-0.594713011,-0.12438793,-0.38618044,1.56E-02,0.46753247,0.035604396,0.000844676,0.13291139,,,,,,,,
153,2014,Slovenia,0,0,1,0,0,"37,634.30",0.4,3.27,1,6.2,-0.35279163,-1.23121177,-0.813702395,-0.23571404,-0.08364873,1.46E-02,0.48051948,0.034725275,0.000844676,0.12658228,,,,,,,,
154,2014,Spain ,0,0,0,0,0,"1,032,158.00",-0.2,2.72,1,16,-0.35112565,-0.93725855,-0.83258079,-0.12432067,-0.55425361,1.41E-02,0.20779221,0.021978022,0.000844676,0.15822785,,,,,,,,
155,2014,Sweden,14,14,0,0,0,"437,540.90",0.2,1.72,9.0985,5.7,-0.33852201,-1.08423516,-0.972280914,-0.1245535,-0.58786825,1.33E-02,0.22077922,0.027252747,0.000844676,0.17721519,,,,,,,,
156,2014,United Kingdom,14,38,1,0,0,"2,309,785.10",1.5,2.14,0.80612,4.2,-0.32690972,-0.27586379,-0.911870049,-0.12466733,-0.62148288,1.26E-02,0.2987013,0.06989011,0.000844676,0.13924051,,,,,,,,
157,2013,Austria,53,34,1,1,0,323910.20,2.1,2.01,1,3.6,-0.32255295,0.16506604,0.126441682,-0.23571404,-0.89039996,1.16E-02,0.42857143,0.092307692,0.000844676,0.13924051,,,,,,,,
158,2013,Belgium,9,16,3,0,0,"392,880.00",1.2,2.41,1,5.1,-0.3210116,-0.86377024,-0.79104832,-0.23571404,-0.45340971,1.09E-02,0.58441558,0.090989011,0.000844676,0.10759494,,,,,,,,
159,2013,Bulgaria,2,0,0,0,0,"41,885.40",0.4,3.47,1.9558,7.7,-0.31575377,-0.56981702,-0.923197086,-0.12441553,-0.78955606,1.07E-02,0.68831169,0.139340659,0.000844676,0.09493671,,,,,,,,
160,2013,Croatia,0,0,0,0,0,"43,703.20",2.3,4.68,7.5786,9.8,-0.30477902,1.56134385,0.160422793,-0.23571404,-0.95762923,9.79E-03,0.57142857,0.15032967,0.000844676,0.07594937,,,,,,,,
161,2013,Cyprus,6,15,0,1,0,"17,995.00",0.4,6.5,1,10.7,-0.30422103,-0.56981702,-1.161064865,-0.12419304,-0.41979507,1.93E-03,0.4025974,0.04043956,0.000844676,0.10759494,,,,,,,,
162,2013,Czech Republic,12,6,1,1,0,"157,741.60",1.4,2.11,25.98,4.5,-0.29413335,0.23855435,-0.198266714,-0.23571404,-0.89039996,1.68E-03,0.42857143,0.072087912,0.000844676,0.05696203,,,,,,,,
163,2013,Denmark,2,9,0,0,0,"258,742.70",0.5,1.75,7.4579,5,-0.28756783,0.45901926,-0.334191159,-0.23571404,-0.75594142,1.37E-03,0.37662338,0.067252747,0.000844676,0.06329114,,,,,,,,
164,2013,Finland,10,6,0,0,0,"204,321.00",2.2,1.86,1,5.4,-0.28740798,-0.56981702,-0.734413135,-0.23571404,-0.65509752,1.09E-03,0.32467532,0.05010989,0.000844676,0.08860759,,,,,,,,
165,2013,France,21,19,1,2,0,"2,117,189.00",1,2.2,1,6.3,-0.27603347,0.01808943,-0.530526468,-0.23571404,-0.68871215,8.83E-04,0.36363636,0.076483516,0.000844676,0.10759494,,,,,,,,
166,2013,Germany,79,62,4,1,0,"2,811,350.00",1.6,1.57,1,3.6,-0.26214226,-0.49632871,-0.809926716,-0.23571404,-0.68871215,5.56E-04,0.31168831,0.125714286,0.000844676,0.12025316,,,,,,,,
167,2013,Greece,1,0,0,0,0,"180,654.30",-0.9,10.05,1,16.3,-0.24586897,-0.3493521,-0.949626839,-0.23571404,-0.58786825,3.05E-04,0.33766234,0.158681319,0.000844676,0.13291139,,,,,,,,
168,2013,Hungary,0,3,0,0,0,"102,032.30",1.7,5.92,296.87,5.8,-0.24024384,0.82646079,1.089239832,-0.18406437,-0.01641,1.65E-04,0.62337662,0.192527473,0.000844676,0.12658228,,,,,,,,
169,2013,Ireland,4,7,0,0,0,"179,661.30",0.5,3.79,1,9.1,-0.23857511,0.60599588,0.213282299,-0.23571404,-0.28533653,6.89E-05,0.53246753,0.208351648,0.000844676,0.12658228,,,,,,,,
170,2013,Italy,42,25,6,2,0,"1,612,751.30",1.2,4.32,1,6.7,-0.22963863,0.53250757,-0.874113259,-0.23571404,-0.72232679,0.00E+00,0.46753247,0.195164835,0.000844676,0.13924051,,,,,,,,
171,2013,Lithuania,0,1,0,0,0,"34,985.00",1.2,3.83,1,7.6,-0.2246011,0.31204265,-0.001931405,-0.088471,0.08442445,0.234490191,0.55844156,0.007912088,0.000844676,0.05696203,,,,,,,,
172,2013,Luxembourg,42,27,8,3,0,"46,499.60",1.7,1.85,1,3.7,-0.22255509,1.41436724,0.504009584,-0.23571404,-0.55425361,0.22379807,0.41558442,0.036483516,0.000844676,0.07594937,,,,,,,,
173,2013,Malta,4,3,3,0,0,"7,644.90",1,3.36,1,3.6,-0.21721758,1.78180877,1.157202054,-0.18189297,-0.01641946,0.213331076,0.37662338,0.033846154,0.000844676,0.12025316,,,,,,,,
174,2013,Netherlands,73,81,4,23,0,"660,463.00",2.6,1.96,1,5.1,-0.21038606,0.45901926,-0.83258079,-0.23571404,-0.85678533,0.204638278,0.22077922,0.023736264,0.000844676,0.17088608,,,,,,,,
175,2013,Poland,1,4,0,0,0,"394,733.80",0.8,4.03,4.1975,6.3,-0.20980808,0.82646079,0.039601064,-0.23571404,-0.45340971,0.199293238,0.23376623,0.041318681,0.000844676,0.20886076,,,,,,,,
176,2013,Portugal,1,4,2,0,0,"170,492.30",0.4,6.29,1,10.8,-0.2058091,1.63483216,0.794736868,-0.18078743,0.08442445,0.193913496,0.24675325,0.074725275,0.000844676,0.23417722,,,,,,,,
177,2013,Romania,7,2,0,0,0,"143,801.60",3.2,5.41,4.419,4.2,-0.20143409,-0.20237549,-0.183163998,-0.23571404,-0.2517219,0.190677427,0.54545455,0.097142857,0.000844676,0.2278481,,,,,,,,
178,2013,Slovakia,0,9,0,0,0,"74,354.80",1.5,3.19,1,9,-0.19911895,-0.49632871,0.428496003,-0.18056667,0.15165372,0.188491177,0.57142857,0.095824176,0.000844676,0.16455696,,,,,,,,
179,2013,Slovenia,1,0,0,0,0,"36,454.30",1.9,5.81,1,6.4,-0.19438814,0.01808943,-1.070448568,-0.23571404,-0.9240146,0.187730933,0.53246753,0.142417582,0.000844676,0.12658228,,,,,,,,
180,2013,Spain ,0,0,0,0,0,"1,020,348.00",1.5,4.56,1,17.3,-0.18879149,-0.71679363,-0.44746153,-0.23571404,-0.2517219,0.184472993,0.32467532,0.142417582,0.000844676,0.12658228,,,,,,,,
181,2013,Sweden,16,25,0,0,0,"440,191.20",0.4,2.12,8.6515,5.8,-0.1786009,-1.01074685,0.235936373,-0.18079433,-0.11726336,0.151767087,0.48051948,0.114285714,0.01100445,0.0443038,,,,,,,,
182,2013,United Kingdom,29,70,0,0,0,"2,098,425.70",2.3,2.03,0.84926,5.2,-0.17771346,-0.05539888,-0.107650418,-0.09722386,-0.11726336,0.142822536,0.36363636,0.151648352,0.010893227,0.05696203,,,,,,,,
183,2012,Austria,15,20,1,0,0,"318,653.00",1.8,2.37,1,3.2,-0.17168446,-0.64330532,-0.775945604,-0.23571404,-0.2517219,0.134351658,0.41558442,0.161318681,0.010879363,0.09493671,,,,,,,,
184,2012,Belgium,11,25,0,0,0,"386,174.70",2.6,3,1,4.5,-0.1593778,-1.23121177,0.05470378,-0.17770884,-0.68871215,0.122466184,0.18181818,0.144615385,0.011206561,0.14556962,,,,,,,,
185,2012,Bulgaria,4,0,0,0,0,"42,033.50",2.4,4.5,1.9558,7.2,-0.15654326,-0.42284041,-0.492769678,-0.10284122,-0.05003409,0.123545865,0.11688312,0.12967033,0.010654761,0.19620253,,,,,,,,
186,2012,Croatia,0,0,0,0,0,"43,940.80",3.4,6.13,7.5217,9.1,-0.15475401,-1.5986533,-0.073669306,-0.18079778,-0.41979507,0.117977476,0.22077922,0.165714286,0.010655377,0.25316456,,,,,,,,
187,2012,Cyrpus,0,0,0,0,0,"19,440.80",3.1,7,1,8,-0.15461164,0.23855435,-0.911870049,-0.23571404,-0.38618044,0.113186391,0.31168831,0.188131868,0.010696046,0.30379747,,,,,,,,
188,2012,Czech Republic,0,0,0,0,0,"161,434.30",3.5,2.78,25.149,4.4,-0.1456588,-0.93725855,-0.443685851,-0.09603899,-0.05003409,0.111624201,0.68831169,0.230769231,0.010656609,0.29113924,,,,,,,,
189,2012,Denmark,7,16,0,0,0,"254,578.00",2.4,1.4,7.4437,5.3,-0.14234895,-0.79028194,-0.29265869,-0.10374841,-0.01641946,0.108960254,0.71428571,0.272967033,0.01045912,0.2721519,,,,,,,,
190,2012,Finland,18,13,0,0,0,"201,037.00",3.2,1.89,1,5.1,-0.13463885,0.53250757,-0.821253753,-0.23571404,-0.55425361,0.103583486,0.54545455,0.265054945,0.010071227,0.2721519,,,,,,,,
191,2012,France,12,13,0,0,0,"2,088,804.00",2.2,2.54,1,5.9,-0.1248735,-0.56981702,-0.821253753,-0.091641,-0.150878,0.051006962,0.24675325,0.044395604,0.000844676,0.1835443,,,,,,,,
192,2012,Germany,78,50,0,0,0,"2,745,310.00",2.2,1.5,1,3.6,-0.11783554,0.60599588,-0.794824,-0.23571404,-0.75594142,0.057534986,0.36363636,0.091868132,0.000844676,0.20253165,,,,,,,,
193,2012,Greece,0,1,0,0,0,"191,203.90",1,22.5,1,14.5,-0.10968322,-0.27586379,-0.889215975,-0.08965069,-0.28533653,0.055216926,0.41558442,0.145054945,0.000844676,0.27848101,,,,,,,,
194,2012,Hungary,1,12,0,0,0,"99,733.60",5.7,7.89,289.25,6.2,-0.10847769,0.09157774,0.198179583,-0.17954047,-0.95762923,0.052458991,0.28571429,0.15032967,0.000844676,0.36708861,,,,,,,,
195,2012,Ireland,7,17,0,0,0,"175,115.70",1.9,6.17,1,10.2,-0.10361425,0.38553096,-0.847683506,-0.07603589,-0.41979507,0.050482822,0.27272727,0.117362637,0.000844676,0.43037975,,,,,,,,
196,2012,Italy,33,17,1,1,0,"1,624,358.70",3.3,5.49,1,5.9,-0.10057739,-0.20237549,-1.021364741,-0.23571404,-0.41979507,0.048540802,0.18181818,0.175824176,0.000844676,0.48734177,,,,,,,,
197,2012,Lithuania,1,5,0,0,0,"33,331.70",3.2,4.83,1,8.6,-0.09927308,0.16506604,-1.077999926,-0.07033057,-0.28533653,0.047793855,0.25974026,0.287472527,0.000844676,0.58860759,,,,,,,,
198,2012,Luxembourg,56,21,1,2,0,"44,112.10",2.9,1.82,1,3.2,-0.09312606,0.31204265,-0.847683506,-0.08678424,-0.31895117,0.047153261,0.57142857,0.474725275,0.000844676,0.56962025,,,,,,,,
199,2012,Malta,8,1,0,0,0,"7,164.60",3.2,4.13,1,3.5,-0.07220076,-0.20237549,0.115114645,-0.17946286,-1.15931704,0.049428045,0.67532468,0.461098901,0.000844676,0.44936709,,,,,,,,
200,2012,Netherlands,36,71,1,0,0,"652,966.00",2.8,1.93,1,4.1,-0.0338953,0.45901926,-0.205818072,-0.17884024,-1.22654631,0.050452961,0.38961039,0.248351648,0.000844676,0.41139241,,,,,,,,
201,2012,Poland,5,15,0,0,0,"389,376.80",3.7,5,4.1847,6.1,0.10616929,-0.42284041,0.035825385,-0.23571404,-0.78955606,0.043692262,0.71428571,0.210549451,0.012383795,0.14556962,,,,,,,,
202,2012,Portugal,0,5,0,0,0,"168,295.60",2.8,10.55,1,10.5,0.12012157,0.75297249,0.035825385,-0.23571404,-0.78955606,0.057752036,0.74025974,0.217142857,0.012102504,0.06329114,,,,,,,,
203,2012,Romania,0,5,0,0,0,"133,147.10",3.4,6.68,4.4593,4.1,0.12337735,0.97343741,-0.364396591,-0.23571404,-0.58786825,0.052833106,0.35064935,0.185054945,0.011840006,0.09493671,,,,,,,,
204,2012,Slovakia,4,22,0,0,0,"73,483.80",3.7,4.55,1,8.8,0.13274007,0.82646079,-0.353069554,-0.23571404,-0.2517219,0.047765073,0.06493506,0.156923077,0.011598459,0.12658228,,,,,,,,
205,2012,Slovenia,0,1,0,0,0,"36,253.30",2.8,5.81,1,5.6,0.14659869,-0.86377024,-0.545629184,-0.23571404,-0.21810727,0.04482097,0.15584416,0.163516484,0.011459816,0.16455696,,,,,,,,
206,2012,Spain ,0,0,0,0,0,"1,031,099.00",2.4,5.85,1,16.5,0.16963769,-0.93725855,-0.83258079,-0.23571404,-0.3525658,0.041951521,0.38961039,0.208351648,0.011454578,0.16455696,,,,,,,,
207,2012,Sweden,38,25,0,0,0,"428,825.40",0.9,1.59,8.7041,5.7,0.19252807,-1.01074685,-0.983607951,-0.23571404,-0.55425361,0.040010405,0.62337662,0.248791209,0.011378478,0.17088608,,,,,,,,
208,2012,United Kingdom,50,26,0,0,0,"2,111,708.40",2.6,1.74,0.81087,5.4,0.22975539,-0.12888718,-0.896767333,-0.23571404,-0.82317069,0.036903376,0.64935065,0.304615385,0.011502641,0.16455696,,,,,,,,
209,2011,Austria,23,25,0,3,0,"310,128.70",3.6,3.32,1,3,0.27458079,0.09157774,-0.874113259,-0.23571404,-1.05847314,0.036547108,0.96103896,0.331428571,0.010824214,0.17088608,,,,,,,,
210,2011,Belgium,6,12,0,0,0,"375,967.80",3.4,4.23,1,4.2,0.3203703,0.8999491,-1.119532395,-0.23571404,-1.15931704,0.03464676,1,0.333626374,0.010741336,0.17088608,,,,,,,,
211,2011,Bulgaria,0,1,0,0,0,"41,252.60",3.4,5.36,1.9558,6.5,0.58218666,0.01808943,0.628606992,-0.23571404,3.84926355,0.020706106,0.57142857,0.021978022,0.000844676,0.37341772,,,,,,,,
212,2011,Croatia,0,0,0,0,0,"44,793.00",2.2,6.54,7.439,7.8,0.59561317,0.67948418,1.115669585,-0.23571404,3.58034647,0.024239606,0.53246753,0.05010989,0.000844676,0.17088608,,,,,,,,
213,2011,Cyrpus,0,0,0,0,0,"19,803.00",3.5,5.79,1,5.3,0.59693572,-1.23121177,-0.066117948,-0.23571404,3.41227329,0.022722034,0.38961039,0.051428571,0.000844676,0.23417722,,,,,,,,
214,2011,Czech Republic,0,0,0,0,0,"164,040.50",2.2,3.71,24.59,4.2,0.63640599,1.12041402,0.960866745,-0.23571404,2.80720987,0.021707616,0.14285714,0.034725275,0.000844676,0.29746835,,,,,,,,
215,2011,Denmark,9,7,0,0,0,"247,879.90",2.7,2.73,7.4506,5.4,0.64757831,0.38553096,0.511560942,-0.23571404,2.43744888,0.021334289,0.16883117,0.05010989,0.000844676,0.36708861,,,,,,,,
216,2011,Finland,2,10,0,0,0,"197,998.00",3.3,3.01,1,5.2,0.653674,-1.52516499,-0.439910172,-0.23571404,2.90805377,0.02031296,0.19480519,0.101978022,0.000844676,0.43670886,,,,,,,,
217,2011,France,12,7,0,0,0,"2,058,369.00",2.3,3.32,1,5.5,0.69894524,-1.30470008,-0.568283258,-0.23571404,2.33660498,0.019758568,0.4025974,0.151208791,0.000844676,0.47468354,,,,,,,,
218,2011,Germany,74,33,2,0,0,"2,693,560.00",2.5,2.61,1,3.9,0.75893806,0.38553096,-0.504096715,-0.23571404,1.79877082,0.01950457,0.68831169,0.210989011,0.000844676,0.46202532,,,,,,,,
219,2011,Greece,0,1,0,0,0,"207,028.90",3.1,15.75,1,10.6,0.80928592,0.16506604,-0.556956221,-0.23571404,1.36178057,0.018842775,0.74025974,0.206593407,0.000844676,0.44936709,,,,,,,,
220,2011,Hungary,1,9,0,0,0,"101,552.70",3.9,7.63,279.37,6.1,0.86244247,-0.49632871,-0.843907827,-0.23571404,1.09286349,0.017932523,0.2987013,0.181098901,0.000844676,0.48101266,,,,,,,,
221,2011,Ireland,7,40,0,0,0,"170,827.00",1.2,9.6,1,10.2,1.32017826,0.09157774,0.432271682,-0.23571404,-0.41979507,0.012074996,0.42857143,0.023296703,0.000844676,0.23417722,,,,,,,,
222,2011,Italy,60,19,1,0,0,"1,648,755.80",2.9,5.42,1,4.6,1.32201646,-0.20237549,0.537990695,-0.23571404,0.28611226,0.011418334,0.45454545,0.051868132,0.000844676,0.12025316,,,,,,,,
223,2011,Lithuania,1,10,0,0,0,"31,233.70",4.1,5.16,1,9.8,1.33651249,1.34087894,0.97974514,-0.23571404,0.01719518,0.010611227,0.41558442,0.053186813,0.000844676,0.17721519,,,,,,,,
224,2011,Luxembourg,37,30,0,0,0,"43,164.60",3.7,2.92,1,3,1.34031765,-0.93725855,-0.001931405,-0.23571404,0.4205708,0.009847046,0.18181818,0.061538462,0.000844676,0.22151899,,,,,,,,
225,2011,Malta,5,4,0,0,0,"6,835.80",2.5,4.49,1,3.5,1.3669811,1.04692571,0.953315387,-0.23571404,-0.41979507,0.009405538,0.1038961,0.086153846,0.000844676,0.26582278,,,,,,,,
226,2011,Netherlands,35,43,1,0,0,"650,359.00",2.5,2.99,1,3.5,1.37522259,-1.01074685,-0.44746153,-0.23571404,0.28611226,0.009050262,0.25974026,0.154725275,0.000844676,0.29746835,,,,,,,,
227,2011,Poland,2,8,0,0,0,"380,241.70",3.9,5.96,4.1206,5.8,1.42571631,-1.15772347,-0.530526468,-0.23571404,0.25249762,0.008706154,0.45454545,0.266373626,0.000844676,0.31012658,,,,,,,,
228,2011,Portugal,3,7,0,0,0,"176,096.20",3.6,10.24,1,8.6,1.47667736,-0.12888718,-0.296434369,-0.23571404,0.18526835,0.008647539,0.57142857,0.266373626,0.000844676,0.25949367,,,,,,,,
229,2011,Romania,0,1,0,0,0,"131,925.40",5.8,7.29,4.2391,4.2,1.51361295,-0.20237549,-0.107650418,-0.23571404,0.08442445,0.008882378,0.48051948,0.229450549,0.000844676,0.23417722,,,,,,,,
230,2011,Slovakia,10,8,0,0,0,"71,214.40",4.1,4.45,1,8.6,1.54045835,-0.64330532,-0.356845233,-0.23571404,0.08442445,0.008679792,0.48051948,0.179340659,0.000844676,0.20253165,,,,,,,,
231,2011,Slovenia,0,0,0,0,0,"37,058.60",2.1,4.97,1,5.2,1.64003247,0.75297249,0.175525509,-0.23816588,-0.18449263,0.361067235,0.31168831,0.04,0.000844676,0.48101266,,,,,,,,
232,2011,Spain ,0,0,0,0,0,"1,063,763.00",3,5.44,1,14.2,1.69630855,1.70832046,-0.009482763,-0.23799272,-0.11726336,0.348654868,0.42857143,0.073406593,0.000844676,0.53164557,,,,,,,,
233,2011,Sweden,14,22,0,0,0,"411,873.80",1.4,2.61,9.0298,5.5,1.79975314,0.16506604,0.084909212,-0.23571404,-0.08364873,0.336898346,0.46753247,0.07956044,0.000844676,0.61392405,,,,,,,,
234,2011,United Kingdom,26,30,0,0,0,"1,912,457.90",3.8,2.87,0.86788,5.5,1.87853133,0.60599588,0.160422793,-0.23571404,-0.11726336,0.322889669,0.16883117,0.072087912,0.000844676,0.71518987,,,,,,,,
235,2010,Austria,7,16,1,0,0,"295,896.60",1.7,3.23,1,3.2,1.91654044,0.53250757,-0.134080171,-0.23571404,0.01719518,0.312318569,0.12987013,0.087032967,0.000844676,0.82278481,,,,,,,,
236,2010,Belgium,3,11,0,0,0,"363,140.10",2.3,3.46,1,5,1.92855661,0.60599588,-0.326639801,-0.23831386,-0.21810727,0.299069845,0.18181818,0.130549451,0.000844676,0.91772152,,,,,,,,
237,2010,Bulgaria,1,0,0,0,0,"38,044.10",3,6.01,1.9558,6,1.94514487,0.82646079,-0.436134492,-0.23897597,-0.150878,0.295625854,0.4025974,0.211428571,0.000844676,1,,,,,,,,
238,2010,Croatia,0,0,0,0,0,"45,111.80",1.1,6.28,7.2891,6.7,1.95198938,-0.3493521,-0.262453258,-0.23571404,0.15165372,0.298761023,0.51948052,0.268131868,0.000844676,0.94936709,,,,,,,,
239,2010,Cyprus,15,8,0,0,0,"19,410.00",2.6,4.6,1,4.3,1.9926723,-0.64330532,-0.462564246,-0.23571404,0.18526835,0.308286387,0.5974026,0.25010989,0.000844676,0.80379747,,,,,,,,
240,2010,Czech Republic,7,9,0,0,0,"156,718.20",1.2,3.88,25.284,4.6,2.05345065,-1.01074685,-0.775945604,-0.23571404,0.21888299,0.310895188,0.46753247,0.197802198,0.000844676,0.73417722,,,,,,,,
241,2010,Denmark,11,10,0,0,0,"243,165.40",2.2,2.93,7.4473,5.4,2.09803127,-0.86377024,-0.915645728,-0.23571404,0.15165372,0.136500989,0.42857143,0.012747253,0.030388309,0.22151899,,,,,,,,
242,2010,Finland,4,8,0,0,0,"188,143.00",1.7,3.01,1,5.6,2.17412941,-0.20237549,-0.787272641,-0.23571404,-0.01641946,0.135487301,0.46753247,0.03956044,0.029369128,0.19620253,,,,,,,,
243,2010,France,2,10,0,0,0,"1,995,289.00",1.7,3.12,1,5.6,2.19251527,0.01808943,-0.285107332,-0.23905789,-0.55425361,0.137936355,0.45454545,0.03956044,0.027449074,0.21518987,,,,,,,,
